f1,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f2,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f3,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f4,f40,f41,f42,f43,f44,f45,f46,f47,f48,f5,f6,f7,f8,f9,target
110.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,12.0,67.0,0.0,100.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,95.0,80.0,71.0,94.0,1
110.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,39.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,101.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,9.0,37.0,0.0,0.0,22.0,24.0,0.0,100.0,0.0,0.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,103.0,104.0,71.0,94.0,0
110.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,22.0,24.0,0.0,100.0,0.0,0.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,104.0,102.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,42.0,6.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,77.0,76.0,81.0,95.0,1
110.0,0.0,0.0,0.0,0.0,44.0,19.0,0.0,0.0,0.0,0.0,100.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,116.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,10.0,5.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,116.0,102.0,71.0,94.0,0
110.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,135.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,100.0,0.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,115.0,82.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,10.0,0.0,100.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,88.0,89.0,72.0,94.0,1
110.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,48.0,31.0,19.0,100.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,114.0,80.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,55.0,24.0,0.0,0.0,0.0,100.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,119.0,96.0,73.0,102.0,0
110.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,19.0,29.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,78.0,128.0,82.0,94.0,0
110.0,0.0,0.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,109.0,111.0,71.0,94.0,0
110.0,0.0,0.0,0.0,33.0,32.0,12.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,77.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,84.0,41.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,77.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,77.0,76.0,98.0,130.0,0
110.0,0.0,0.0,0.0,2.0,32.0,70.0,23.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,77.0,76.0,72.0,95.0,0
110.0,0.0,0.0,0.0,55.0,42.0,28.0,0.0,0.0,1.0,44.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,98.0,76.0,73.0,95.0,0
110.0,0.0,0.0,0.0,0.0,3.0,0.0,21.0,44.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,77.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,0.0,1.0,37.0,9.0,47.0,17.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,81.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,50.0,12.0,32.0,47.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,77.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,50.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,91.0,104.0,98.0,94.0,1
110.0,0.0,0.0,0.0,5.0,42.0,0.0,5.0,41.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,77.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,33.0,100.0,28.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,113.0,79.0,72.0,94.0,0
110.0,0.0,0.0,0.0,0.0,71.0,17.0,38.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,77.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,24.0,55.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,108.0,109.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,12.0,50.0,0.0,0.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,77.0,129.0,74.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,54.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,137.0,79.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,50.0,12.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,77.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,1.0,2.0,0.0,32.0,22.0,54.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,90.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,56.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,105.0,78.0,75.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,54.0,2.0,100.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,94.0,78.0,71.0,94.0,1
110.0,0.0,0.0,0.0,56.0,6.0,0.0,0.0,0.0,40.0,38.0,100.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,126.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,12.0,51.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,21.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,77.0,91.0,153.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,50.0,100.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,141.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,9.0,37.0,0.0,3.0,2.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,77.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,28.0,18.0,0.0,0.0,0.0,0.0,0.0,100.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,116.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,110.0,91.0,94.0,0
110.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0,37.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,80.0,73.0,94.0,1
110.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,100.0,48.0,34.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,153.0,79.0,71.0,94.0,0
110.0,0.0,0.0,0.0,37.0,9.0,0.0,50.0,15.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,77.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,37.0,25.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,77.0,77.0,74.0,94.0,1
110.0,0.0,0.0,0.0,0.0,23.0,23.0,1.0,2.0,16.0,29.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,95.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,9.0,0.0,32.0,51.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,77.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,0.0,100.0,0.0,0.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,124.0,96.0,71.0,94.0,0
110.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,55.0,68.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,123.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,5.0,19.0,44.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,78.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,0.0,42.0,5.0,1.0,44.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,81.0,81.0,74.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,77.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,43.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,16.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,77.0,85.0,139.0,100.0,0
110.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,1.0,2.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,79.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,83.0,39.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,116.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,44.0,19.0,0.0,0.0,21.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,101.0,83.0,72.0,94.0,0
110.0,0.0,0.0,0.0,0.0,3.0,0.0,50.0,12.0,18.0,27.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,94.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,77.0,125.0,75.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,37.0,14.0,4.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,77.0,82.0,73.0,94.0,1
110.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,67.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,77.0,143.0,96.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,100.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,111.0,88.0,126.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,35.0,54.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,90.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,122.0,76.0,123.0,100.0,0
110.0,0.0,0.0,0.0,6.0,15.0,7.0,0.0,38.0,24.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,83.0,77.0,72.0,94.0,1
110.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,37.0,0.0,0.0,100.0,0.0,14.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,123.0,90.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,2.0,33.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,91.0,76.0,71.0,94.0,1
110.0,0.0,0.0,0.0,0.0,59.0,49.0,0.0,0.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,79.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,40.0,40.0,1.0,1.0,8.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,77.0,76.0,76.0,97.0,0
110.0,0.0,0.0,0.0,0.0,42.0,88.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,77.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,50.0,14.0,46.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,77.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,23.0,23.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,79.0,76.0,81.0,113.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,100.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,115.0,76.0,71.0,94.0,0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,39.0,1.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,91.0,76.0,71.0,94.0,1
